WC_Sample_Site_Name,Lab_Samp_No,Matrix_ID,Date_Collected,Date_Received,Date_Analyzed,Lab_Name,Analytical_Method,Analyte,Lab_Result_Qualifier,Result,Units,MDL,Reporting_Limit,Comments,ESA_omit_data,ESA_Flag,PercentDif,Site_Number,qa_type,Notes
Site 18,23070540-008,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.01645,mg/L,0.11,0.2,,,,,18,field_primary,
Site  18,23080040-004,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,1.0008,mg/L,0.11,0.2,,,,,18,field_primary,
Site 18 DUPE,23080040-005,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9734,mg/L,0.11,0.2,,,,,18,field_duplicate,
Site 12,23070746-004,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9712,mg/L,0.11,0.2,,,,,12,field_primary,
Site 15,23070540-005,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.96455,mg/L,0.11,0.2,,,,,15,field_primary,
Site 20,23080040-007,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9444,mg/L,0.11,0.2,,,,,20,field_primary,
SITE 9,23080764-003,Surface Water,8/29/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.93475,mg/L,0.11,0.2,,,,,9,field_primary,
Site 20,23080617-008,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9331,mg/L,0.11,0.2,,,,,20,field_primary,
Site 11,23070531-003,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9304,mg/L,0.11,0.2,,,,,11,field_primary,
Site 11,23070531-003,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9304,mg/L,0.11,0.2,,,,,11,field_primary,
Site 1UVb2023,23070746-010,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.92055,mg/L,0.11,0.2,,,,,1UVB2023,field_primary,
Site 15,23070287-008,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9078,mg/L,0.11,0.2,,,,,15,field_primary,
Site 20,23100341-001,Surface Water,10/10/2023,10/10/2023,10/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.9027,mg/L,0.11,0.2,,,,,20,field_primary,
Site 23,23070747-003,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8999,mg/L,0.11,0.2,,,,,23,field_primary,
Site 26UVa2023,23070747-005,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.89965,mg/L,0.11,0.2,,,,,26UVA2023,field_primary,
SITE 16,23080234-009,Surface Water,8/7/2023,8/8/2023,8/17/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.89905,mg/L,0.11,0.2,,,,,16,field_primary,
3 UVa 2023,23080117-006,Surface Water,8/2/2023,8/3/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.89075,mg/L,0.11,0.2,,,,,3UVa2023,field_primary,
Site 20,23070531-001,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8766,mg/L,0.11,0.2,,,,,20,field_primary,
Site 20,23070531-001,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8766,mg/L,0.11,0.2,,,,,20,field_primary,
Site 16,23080040-003,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.87585,mg/L,0.11,0.2,,,,,16,field_primary,
Site 13 Duplicate,23070540-009,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8566,mg/L,0.11,0.2,,,,,13,field_duplicate,
1 UVa 2023,23080117-005,Surface Water,8/2/2023,8/3/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8566,mg/L,0.11,0.2,,,,,1UVa2023,field_primary,
Site 17,23070531-005,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8503,mg/L,0.11,0.2,,,,,17,field_primary,
Site 17,23070531-005,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8503,mg/L,0.11,0.2,,,,,17,field_primary,
Site 13,23070540-003,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.84815,mg/L,0.11,0.2,,,,,13,field_primary,
SITE 12,23090264-005,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8431,mg/L,0.11,0.2,,,,,12,field_primary,
Site 12,23070540-002,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8404,mg/L,0.11,0.2,,,,,12,field_primary,
Site 5,23050593-006,Surface Water,5/17/2023,5/18/2023,5/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8364,mg/L,0.11,0.2,,,,,5,field_primary,
9UVa 2023,23080117-002,Surface Water,8/2/2023,8/3/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8358,mg/L,0.11,0.2,,,,,9UVa2023,field_primary,
Site 3uv2023,23080441-006,Surface Water,8/15/2023,8/15/2023,8/22/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8312,mg/L,0.11,0.2,,,,,3UVa2023,field_primary,
SITE 10,23080767-005,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8293,mg/L,0.11,0.2,,,,,10,field_primary,
SITE 14 Dupe,23080039-002,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.82285,mg/L,0.11,0.2,,,,,14,field_duplicate,
3 Uva2023,23090127-001,Surface Water,9/6/2023,9/7/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8228,mg/L,0.11,0.2,,,,,3UVa2023,field_primary,
3UVa2023,23080765-003,Surface Water,8/29/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8209,mg/L,0.11,0.2,,,,,3UVa2023,field_primary,
Site 18,23090454-005,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8202,mg/L,0.11,0.2,,,,,18,field_primary,
Site 24,23070747-004,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.81665,mg/L,0.11,0.2,,,,,24,field_primary,
5UVA2023,23100105-003,Surface Water,10/3/2023,10/3/2023,10/18/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.81645,mg/L,0.11,0.2,,,,,5UVa2023,field_primary,
Site 10,23080040-002,Surface Water,7/31/2023,8/1/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.81505,mg/L,0.11,0.2,,,,,10,field_primary,
Site 20,23060363-006,Surface Water,6/12/2023,6/13/2023,6/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8139,mg/L,0.11,0.2,,,,,20,field_primary,
Site 14,23070540-004,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8123,mg/L,0.11,0.2,,,,,14,field_primary,
2Uva2023,23080765-002,Surface Water,8/29/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.8068,mg/L,0.11,0.2,,,,,2Uva2023,field_primary,
Site 14,23070746-003,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.80645,mg/L,0.11,0.2,,,,,14,field_primary,
Site 2UVA2023,23070746-007,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.80225,mg/L,0.11,0.2,,,,,2UVaa2023,field_primary,
SITE 14,23080039-001,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7967,mg/L,0.11,0.2,,,,,14,field_primary,
Site 20,23090061-003,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7927,mg/L,0.11,0.2,,,,,20,field_primary,
Site 18,23060729-003,Surface Water,6/26/2023,6/27/2023,7/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.788,mg/L,0.11,0.2,,,,,18,field_primary,
Site 10,23080618-003,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7876,mg/L,0.11,0.2,,,,,10,field_primary,
SITE 13,23080039-003,Surface Water,7/31/2023,8/1/2023,8/4/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7807,mg/L,0.11,0.2,,,,,13,field_primary,
SITE 12,23100545-006,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7791,mg/L,0.11,0.2,,,,,12,field_primary,
Site 11,23100340-001,Surface Water,10/10/2023,10/10/2023,10/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.77075,mg/L,0.11,0.2,,,,,11,field_primary,
SITE2UVa2023,23080619-003,Surface Water,8/22/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.76655,mg/L,0.11,0.2,,,,,2UVa2023,field_primary,
Site 14 DUPLICATE,23080617-007,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.761,mg/L,0.11,0.2,,,,,14,field_duplicate,
1 UVA 2023,23090263-001,Surface Water,9/12/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.75785,mg/L,0.11,0.2,,,,,1UVa2023,field_primary,
Site 10 Dupe,23100917-003,Surface Water,10/30/2023,10/31/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.75355,mg/L,0.11,0.2,,,,,10,field_duplicate,
1UVa2023,23080765-001,Surface Water,8/29/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.75065,mg/L,0.11,0.2,,,,,1UVa2023,field_primary,
Site 17,23070746-008,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7475,mg/L,0.11,0.2,,,,,17,field_primary,
Site 11,23100544-001,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7465,mg/L,0.11,0.2,,,,,11,field_primary,
Site 12,23100748-004,Surface Water,10/23/2023,10/24/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.74645,mg/L,0.11,0.2,,,,,12,field_primary,
Site 11,23080617-003,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.74395,mg/L,0.11,0.2,,,,,11,field_primary,
2 UVa 2023,23080117-004,Surface Water,8/2/2023,8/3/2023,8/9/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.74335,mg/L,0.11,0.2,,,,,2UVa2023,field_primary,
Site 12,23090061-002,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.743,mg/L,0.11,0.2,,,,,12,field_primary,
Site 15,23080766-004,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.74155,mg/L,0.11,0.2,,,,,15,field_primary,
SITE 11 (DUPE),23090264-003,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7344,mg/L,0.11,0.2,,,,,11,field_duplicate,
Site 17,23080620-002,Surface Water,8/22/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7302,mg/L,0.11,0.2,,,,,17,field_primary,
Site 22,23070747-002,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.72075,mg/L,0.11,0.2,,,,,22,field_primary,
Site 10,23100340-003,Surface Water,10/10/2023,10/10/2023,10/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.72055,mg/L,0.11,0.2,,,,,10,field_primary,
Site 10,23100107-002,Surface Water,10/2/2023,10/3/2023,10/19/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7203,mg/L,0.11,0.2,,,,,10,field_primary,
Site 11,23100105-002,Surface Water,10/3/2023,10/3/2023,10/18/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.71765,mg/L,0.11,0.2,,,,,11,field_primary,
Site 26,23070540-007,Surface Water,7/17/2023,7/18/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.71195,mg/L,0.11,0.2,,,,,26UVa2023,field_primary,
Site 10,23100743-003,Surface Water,10/24/2023,10/24/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.71155,mg/L,0.11,0.2,,,,,10,field_primary,
Site 12,23080617-004,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7083,mg/L,0.11,0.2,,,,,12,field_primary,
Site 20,23050718-001,Surface Water,5/22/2023,5/23/2023,6/2/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7068,mg/L,0.11,0.2,,,,,20,field_primary,
SITE 11,23080767-006,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.7056,mg/L,0.11,0.2,,,,,11,field_primary,
Site 11 duplicate,23100340-002,Surface Water,10/10/2023,10/10/2023,10/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.70185,mg/L,0.11,0.2,,,,,11,field_duplicate,
SITE1UVa2023,23080619-002,Surface Water,8/22/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.70055,mg/L,0.11,0.2,,,,,1UVa2023,field_primary,
3 UVA 2023,23090263-002,Surface Water,9/12/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.69565,mg/L,0.11,0.2,,,,,3UVa2023,field_primary,
20,23090263-003,Surface Water,9/12/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6912,mg/L,0.11,0.2,,,,,20,field_primary,
Site 12,23090451-002,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6872,mg/L,0.11,0.2,,,,,12,field_primary,
Site 10,23070287-003,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.68305,mg/L,0.11,0.2,,,,,10,field_primary,
Site 11,23100743-001,Surface Water,10/24/2023,10/24/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.68095,mg/L,0.11,0.2,,,,,11,field_primary,
SITE3UVa2023,23080619-001,Surface Water,8/22/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.68015,mg/L,0.11,0.2,,,,,3UVa2023,field_primary,
Site 11- duplicate,23100743-002,Surface Water,10/24/2023,10/24/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.67935,mg/L,0.11,0.2,,,,,11,field_duplicate,
Site 18,23070287-007,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.67785,mg/L,0.11,0.2,,,,,18,field_primary,
Site 14,23080617-006,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.67045,mg/L,0.11,0.2,,,,,14,field_primary,
Site 18,23080618-005,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.66785,mg/L,0.11,0.2,,,,,18,field_primary,
Site 18,23060364-008,Surface Water,6/12/2023,6/13/2023,6/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.65585,mg/L,0.11,0.2,,,,,18,field_primary,
SITE 10 DUPE,23100545-005,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.65245,mg/L,0.11,0.2,,,,,10,field_duplicate,
Site 15,23100342-002,Surface Water,10/9/2023,10/10/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6519,mg/L,0.11,0.2,,,,,15,field_primary,
Site 8 Duplicate,23050630-004,Surface Water,5/18/2023,5/19/2023,6/2/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6457,mg/L,0.11,0.2,,,,5.85%,8,field_duplicate,
Site 11,23070287-004,Surface Water,7/10/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.64275,mg/L,0.11,0.2,,,,,11,field_primary,
SITE 11,23090264-002,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6415,mg/L,0.11,0.2,,,,,11,field_primary,
Site 27,23090451-004,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6387,mg/L,0.11,0.2,,,,,27,field_primary,
SITE 18,23080767-002,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.63735,mg/L,0.11,0.2,,,,,18,field_primary,
Site 2 UVa2023,23090268-003,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6371,mg/L,0.11,0.2,,,,,2UVa2023,field_primary,
Site 22,23080618-001,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6327,mg/L,0.11,0.2,,,,,22,field_primary,
Site 12,23100342-003,Surface Water,10/9/2023,10/10/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6315,mg/L,0.11,0.2,,,,,12,field_primary,
SITE 16,23080767-004,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6292,mg/L,0.11,0.2,,,,,16,field_primary,
Site 11,23100918-001,Surface Water,10/31/2023,10/31/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6279,mg/L,0.11,0.2,,,,,11,field_primary,
Site 15,23080618-004,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6261,mg/L,0.11,0.2,,,,,15,field_primary,
Site 10 Dupe,23100107-003,Surface Water,10/2/2023,10/3/2023,10/19/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.62525,mg/L,0.11,0.2,,,,,10,field_duplicate,
Site 10,23090451-001,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.62465,mg/L,0.11,0.2,,,,,10,field_primary,
Site 16,23070746-009,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.62455,mg/L,0.11,0.2,,,,,16,field_primary,
Site 16,23080620-001,Surface Water,8/22/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.62355,mg/L,0.11,0.2,,,,,16,field_primary,
SITE 20,23100545-001,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.61575,mg/L,0.11,0.2,,,,,20,field_primary,
Site 16,23100339-001,Surface Water,10/9/2023,10/10/2023,10/23/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6157,mg/L,0.11,0.2,,,,,16,field_primary,
Site 10,23090126-002,Surface Water,9/6/2023,9/7/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6149,mg/L,0.11,0.2,,,,,10,field_primary,
SITE 10,23090264-001,Surface Water,9/11/2023,9/12/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6142,mg/L,0.11,0.2,,,,,10,field_primary,
Site 12,23100917-004,Surface Water,10/30/2023,10/31/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6097,mg/L,0.11,0.2,,,,,12,field_primary,
SITE 18 Dupe,23080767-003,Surface Water,8/28/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6049,mg/L,0.11,0.2,,,,,18,field_duplicate,
Site 13,23060530-005,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6047,mg/L,0.11,0.2,,,,,13,field_primary,
Site 13,23080617-005,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.6034,mg/L,0.11,0.2,,,,,13,field_primary,
SITE 10,23100545-004,Surface Water,10/17/2023,10/18/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.59915,mg/L,0.11,0.2,,,,,10,field_primary,
Site 12,23100107-004,Surface Water,10/2/2023,10/3/2023,10/19/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.59895,mg/L,0.11,0.2,,,,,12,field_primary,
Site 17,23100742-002,Surface Water,10/23/2023,10/24/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5971,mg/L,0.11,0.2,,,,,17,field_primary,
2 Uva2023,23090127-002,Surface Water,9/6/2023,9/7/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5925,mg/L,0.11,0.2,,,,,2UVa2023,field_primary,
Site 8,23060729-007,Surface Water,6/26/2023,6/27/2023,7/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.59225,mg/L,0.11,0.2,,,,,8,field_primary,
Site 16,23070531-004,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5904,mg/L,0.11,0.2,,,,,16,field_primary,
Site 16,23070531-004,Surface Water,7/17/2023,7/18/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5904,mg/L,0.11,0.2,,,,,16,field_primary,
Site 18,23090060-001,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5807,mg/L,0.11,0.2,,,,,18,field_primary,
Site 20,23070746-001,Surface Water,7/24/2023,7/25/2023,8/1/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5725,mg/L,0.11,0.2,,,,,20,field_primary,
Site 15,23090060-004,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5702,mg/L,0.11,0.2,,,,,15,field_primary,
Site 12,23060530-004,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.56755,mg/L,0.11,0.2,,,,,12,field_primary,
SITE 26,23080764-002,Surface Water,8/29/2023,8/29/2023,9/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5616,mg/L,0.11,0.2,,,,,26,field_primary,
Site 11,23090454-003,Surface Water,9/19/2023,9/19/2023,9/21/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.55995,mg/L,0.11,0.2,,,,,11,field_primary,
1 Uva2023,23090127-003,Surface Water,9/6/2023,9/7/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.55895,mg/L,0.11,0.2,,,,,1UVa2023,field_primary,
Site 17 Duplicate,23090060-003,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.55325,mg/L,0.11,0.2,,,,,17,field_duplicate,
Site 26UVa2023,23070284-001,Surface Water,7/11/2023,7/11/2023,7/24/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.54975,mg/L,0.11,0.2,,,,,26UVa2023,field_primary,
Site 18 duplicate,23100342-005,Surface Water,10/9/2023,10/10/2023,10/25/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5481,mg/L,0.11,0.2,,,,,18,field_duplicate,
Site 26UVa2023,23080618-006,Surface Water,8/21/2023,8/22/2023,9/6/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.54805,mg/L,0.11,0.2,,,,,26UVa2023,field_primary,
Site 15,23100917-001,Surface Water,10/30/2023,10/31/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5473,mg/L,0.11,0.2,,,,,15,field_primary,
Site 16,23090061-001,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5359,mg/L,0.11,0.2,,,,,16,field_primary,
Site 10 DUPE,23090126-003,Surface Water,9/6/2023,9/7/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5356,mg/L,0.11,0.2,,,,,10,field_duplicate,
Site 17,23090060-002,Surface Water,9/5/2023,9/5/2023,9/14/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5337,mg/L,0.11,0.2,,,,,17,field_primary,
Site 14,23070302-004,Surface Water,7/10/2023,7/11/2023,7/27/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.53265,mg/L,0.11,0.2,,,,,14,field_primary,
Site 11 Duplicate,23060530-003,Surface Water,6/19/2023,6/20/2023,6/29/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.53195,mg/L,0.11,0.2,,,,,11,field_duplicate,
Site 20,23100916-002,Surface Water,10/31/2023,10/31/2023,11/7/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.5319,mg/L,0.11,0.2,,,,,20,field_primary,
Site 14,23060728-003,Surface Water,6/26/2023,6/27/2023,7/11/2023,WETLab,EPA 351.2,Total Kjeldahl Nitrogen,,0.52925,mg/L,0.11,0.2,,,,,14,field_primary,
