Waterbody,Project,Replicate,Habitat,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Location
Lake Tahoe,NA,17,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,4,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,13,Tahoe Keys Marina
Lake Tahoe,NA,17,near-shore,2023-05-08,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,1,Tahoe Keys Marina
Lake Tahoe,NA,18,mid-channel,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Stempellina,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,6,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,3,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,13,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,29,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,6,Tahoe Keys Marina
Lake Tahoe,NA,18,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1,Tahoe Keys Marina
Lake Tahoe,NA,19,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,19,mid-channel,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,19,mid-channel,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,8.61,Tahoe Keys Marina
Lake Tahoe,NA,19,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,7,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Endochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Psectrotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Tanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,7,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,1,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,31,Tahoe Keys Marina
Lake Tahoe,NA,19,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1,Tahoe Keys Marina
Lake Tahoe,NA,2,mid-channel,2023-05-08,Copepoda,U,non-insect,Aquatic,Crustacea: Copepoda,x,x,copepods,0,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,2,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Cryptochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,6,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,8,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,Tahoe Keys Marina
Lake Tahoe,NA,2,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,13,Tahoe Keys Marina
Lake Tahoe,NA,20,mid-channel,2023-05-08,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,60.27,Tahoe Keys Marina
Lake Tahoe,NA,20,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,20,mid-channel,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,129.15,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,7,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,47,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,16,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,2,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,1,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,12,Tahoe Keys Marina
Lake Tahoe,NA,20,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,7,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,27,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,7,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Endochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,23,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Pseudosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Alotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,1,Tahoe Keys Marina
Lake Tahoe,NA,21,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,24,Tahoe Keys Marina
Lake Tahoe,NA,22,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,22,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,3,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,2,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,5,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,14,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Pericomaini,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,55,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,7,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,61,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,3,Tahoe Keys Marina
Lake Tahoe,NA,22,near-shore,2023-05-08,Stratiomyidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Stratiomyidae,soldier flies,1,Tahoe Keys Marina
Lake Tahoe,NA,23,mid-channel,2023-05-08,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,23,mid-channel,2023-05-08,Tanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,23,mid-channel,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Coenagrionidae,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,7,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,9,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Neumania,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,5,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,27,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,25,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,44,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,2,Tahoe Keys Marina
Lake Tahoe,NA,23,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,3,Tahoe Keys Marina
Lake Tahoe,NA,24,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,24,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,25.83,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Cricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,11,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,2,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,1,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,2,Tahoe Keys Marina
Lake Tahoe,NA,24,near-shore,2023-05-08,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys Marina
Lake Tahoe,NA,25,mid-channel,2023-05-08,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,Tahoe Keys Marina
Lake Tahoe,NA,25,mid-channel,2023-05-08,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,25,mid-channel,2023-05-08,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys Marina
Lake Tahoe,NA,25,mid-channel,2023-05-08,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,51.66,Tahoe Keys Marina
